name,1_rating,2_rating,3_rating,mean_rating
content_26___style_4___700.jpg,9,10,10,9.666666666666666
content_26___style_40___500.jpg,7,5,5,5.666666666666666
content_26___style_14___300.jpg,8,10,9,9.0
content_26___style_13___150.jpg,6,6,6,6.0
content_26___style_30___700.jpg,10,8,10,9.333333333333332
content_26___style_42___500.jpg,10,8,10,9.333333333333332
content_26___style_23___150.jpg,6,6,3,5.0
content_26___style_5___150.jpg,8,9,8,8.333333333333332
content_26___style_23___500.jpg,8,8,5,7.0
content_26___style_22___300.jpg,6,4,4,4.666666666666666
content_26___style_22___700.jpg,6,4,7,5.666666666666666
content_26___style_45___150.jpg,8,8,8,8.0
content_26___style_14___700.jpg,9,10,10,9.666666666666666
content_26___style_27___700.jpg,10,10,10,10.0
content_26___style_37___150.jpg,7,7,5,6.333333333333333
content_26___style_26___300.jpg,8,7,7,7.333333333333333
content_26___style_12___500.jpg,9,8,9,8.666666666666666
content_26___style_17___300.jpg,6,5,4,5.0
content_26___style_16___500.jpg,2,2,2,2.0
content_26___style_49___700.jpg,7,10,7,8.0
content_26___style_28___150.jpg,5,5,3,4.333333333333333
content_26___style_29___150.jpg,7,6,7,6.666666666666666
content_26___style_30___150.jpg,6,6,6,6.0
content_26___style_14___500.jpg,10,10,10,10.0
content_26___style_29___700.jpg,7,8,8,7.666666666666666
content_26___style_49___500.jpg,8,9,7,8.0
content_26___style_50___500.jpg,9,7,10,8.666666666666666
content_26___style_48___700.jpg,8,7,7,7.333333333333333
content_26___style_21___150.jpg,6,4,7,5.666666666666666
content_26___style_48___500.jpg,10,8,7,8.333333333333332
content_26___style_46___300.jpg,6,9,7,7.333333333333333
content_26___style_19___300.jpg,10,10,10,10.0
content_26___style_49___150.jpg,6,7,7,6.666666666666666
content_26___style_32___300.jpg,9,10,10,9.666666666666666
content_26___style_36___300.jpg,8,9,8,8.333333333333332
content_26___style_4___300.jpg,6,10,7,7.666666666666666
content_26___style_23___700.jpg,8,9,10,9.0
content_26___style_14___150.jpg,6,5,4,5.0
content_26___style_38___700.jpg,3,3,5,3.6666666666666665
content_26___style_18___300.jpg,5,4,4,4.333333333333333
content_26___style_40___700.jpg,7,9,5,7.0
content_26___style_46___700.jpg,5,6,6,5.666666666666666
content_26___style_35___500.jpg,8,7,8,7.666666666666666
content_26___style_32___150.jpg,7,7,6,6.666666666666666
content_26___style_6___150.jpg,6,6,3,5.0
content_26___style_50___700.jpg,10,6,10,8.666666666666666
content_26___style_39___500.jpg,6,4,3,4.333333333333333
content_26___style_17___150.jpg,6,4,1,3.6666666666666665
content_26___style_44___700.jpg,3,2,1,2.0
content_26___style_24___300.jpg,6,7,5,6.0
content_26___style_19___500.jpg,10,10,10,10.0
content_26___style_20___700.jpg,6,5,4,5.0
content_26___style_3___150.jpg,7,6,7,6.666666666666666
content_26___style_11___300.jpg,6,6,4,5.333333333333333
content_26___style_8___300.jpg,8,10,6,8.0
content_26___style_33___300.jpg,3,4,2,3.0
content_26___style_18___150.jpg,4,4,3,3.6666666666666665
content_26___style_13___300.jpg,8,9,6,7.666666666666666
content_26___style_48___300.jpg,9,5,7,7.0
content_26___style_7___500.jpg,3,2,1,2.0
content_26___style_7___300.jpg,2,1,1,1.3333333333333333
content_26___style_32___700.jpg,9,10,10,9.666666666666666
content_26___style_41___150.jpg,5,4,3,4.0
content_26___style_11___700.jpg,8,9,10,9.0
content_26___style_35___700.jpg,8,6,6,6.666666666666666
content_26___style_40___150.jpg,6,3,4,4.333333333333333
content_26___style_16___700.jpg,2,2,3,2.333333333333333
content_26___style_42___150.jpg,8,8,9,8.333333333333332
content_26___style_25___150.jpg,5,4,3,4.0
content_26___style_37___500.jpg,8,7,5,6.666666666666666
content_26___style_44___150.jpg,5,8,5,6.0
content_26___style_48___150.jpg,8,7,6,7.0
content_26___style_15___300.jpg,6,7,4,5.666666666666666
content_26___style_9___150.jpg,7,7,6,6.666666666666666
content_26___style_3___700.jpg,9,5,10,8.0
content_26___style_11___150.jpg,3,5,3,3.6666666666666665
content_26___style_31___300.jpg,6,7,6,6.333333333333333
content_26___style_5___700.jpg,7,4,8,6.333333333333333
content_26___style_31___500.jpg,7,7,6,6.666666666666666
content_26___style_7___150.jpg,3,1,1,1.6666666666666665
content_26___style_33___700.jpg,5,4,3,4.0
content_26___style_36___500.jpg,8,10,10,9.333333333333332
content_26___style_41___700.jpg,9,10,10,9.666666666666666
content_26___style_28___700.jpg,10,10,9,9.666666666666666
content_26___style_15___700.jpg,7,8,4,6.333333333333333
content_26___style_32___500.jpg,9,9,10,9.333333333333332
content_26___style_47___500.jpg,7,7,8,7.333333333333333
content_26___style_27___150.jpg,6,6,2,4.666666666666666
content_26___style_43___300.jpg,8,10,8,8.666666666666666
content_26___style_24___700.jpg,8,10,10,9.333333333333332
content_26___style_50___300.jpg,8,8,10,8.666666666666666
content_26___style_1___500.jpg,4,5,3,4.0
content_26___style_18___500.jpg,6,5,4,5.0
content_26___style_10___300.jpg,6,5,3,4.666666666666666
content_26___style_38___150.jpg,4,3,3,3.333333333333333
content_26___style_4___150.jpg,5,4,2,3.6666666666666665
content_26___style_42___700.jpg,8,8,8,8.0
content_26___style_38___500.jpg,3,4,8,5.0
content_26___style_1___300.jpg,4,6,4,4.666666666666666
content_26___style_15___500.jpg,5,8,5,6.0
content_26___style_2___500.jpg,9,10,10,9.666666666666666
content_26___style_10___500.jpg,6,5,5,5.333333333333333
content_34___style_5___700.jpg,6,3,6,5.0
content_34___style_48___150.jpg,4,4,7,5.0
content_34___style_23___300.jpg,6,5,5,5.333333333333333
content_34___style_1___700.jpg,9,9,1,6.333333333333333
content_34___style_27___700.jpg,6,8,8,7.333333333333333
content_34___style_26___300.jpg,5,5,6,5.333333333333333
content_34___style_39___700.jpg,3,5,1,3.0
content_34___style_50___300.jpg,7,9,4,6.666666666666666
content_34___style_15___700.jpg,2,6,3,3.6666666666666665
content_34___style_14___700.jpg,8,8,7,7.666666666666666
content_34___style_37___300.jpg,5,6,7,6.0
content_34___style_30___700.jpg,6,7,9,7.333333333333333
content_34___style_36___500.jpg,5,7,7,6.333333333333333
content_34___style_9___500.jpg,9,7,6,7.333333333333333
content_34___style_36___300.jpg,4,5,7,5.333333333333333
content_34___style_50___500.jpg,8,9,3,6.666666666666666
content_34___style_36___700.jpg,9,9,9,9.0
content_34___style_35___700.jpg,7,6,8,7.0
content_34___style_15___150.jpg,1,2,3,2.0
content_34___style_3___700.jpg,5,6,4,5.0
content_34___style_27___500.jpg,4,8,4,5.333333333333333
content_34___style_8___500.jpg,6,4,6,5.333333333333333
content_34___style_43___300.jpg,4,5,9,6.0
content_34___style_47___150.jpg,2,4,2,2.6666666666666665
content_34___style_7___700.jpg,1,2,1,1.3333333333333333
content_34___style_17___700.jpg,1,7,2,3.333333333333333
content_34___style_10___700.jpg,3,6,4,4.333333333333333
content_34___style_45___500.jpg,8,10,9,9.0
content_34___style_28___700.jpg,6,5,8,6.333333333333333
content_34___style_1___500.jpg,6,7,4,5.666666666666666
content_34___style_31___700.jpg,7,6,7,6.666666666666666
content_34___style_13___300.jpg,9,5,4,6.0
content_34___style_2___700.jpg,10,9,3,7.333333333333333
content_34___style_6___300.jpg,4,5,6,5.0
content_34___style_44___300.jpg,10,3,6,6.333333333333333
content_34___style_16___500.jpg,9,2,3,4.666666666666666
content_34___style_16___700.jpg,8,6,1,5.0
content_34___style_37___700.jpg,6,5,7,6.0
content_34___style_30___300.jpg,6,7,9,7.333333333333333
content_34___style_45___150.jpg,5,5,7,5.666666666666666
content_34___style_26___700.jpg,9,9,8,8.666666666666666
content_34___style_3___300.jpg,9,7,4,6.666666666666666
content_34___style_9___150.jpg,4,9,2,5.0
content_34___style_40___500.jpg,7,6,9,7.333333333333333
content_34___style_41___150.jpg,3,4,1,2.6666666666666665
content_34___style_33___150.jpg,2,4,2,2.6666666666666665
content_34___style_2___150.jpg,5,6,9,6.666666666666666
content_34___style_16___150.jpg,7,2,4,4.333333333333333
content_34___style_21___500.jpg,4,5,6,5.0
content_34___style_32___150.jpg,6,8,8,7.333333333333333
content_34___style_50___150.jpg,6,7,3,5.333333333333333
content_34___style_25___150.jpg,8,4,5,5.666666666666666
content_34___style_47___300.jpg,7,4,1,4.0
content_34___style_43___150.jpg,4,5,5,4.666666666666666
content_34___style_32___300.jpg,7,7,9,7.666666666666666
content_34___style_11___500.jpg,3,5,7,5.0
content_34___style_46___150.jpg,5,3,4,4.0
content_34___style_44___700.jpg,10,2,1,4.333333333333333
content_34___style_42___150.jpg,5,7,2,4.666666666666666
content_34___style_28___500.jpg,6,7,7,6.666666666666666
content_34___style_12___150.jpg,4,5,4,4.333333333333333
content_34___style_32___700.jpg,7,8,10,8.333333333333332
content_34___style_48___500.jpg,8,5,4,5.666666666666666
content_34___style_27___150.jpg,5,5,2,4.0
content_34___style_46___300.jpg,7,8,3,6.0
content_34___style_20___500.jpg,9,7,7,7.666666666666666
content_34___style_49___300.jpg,7,5,6,6.0
content_34___style_24___150.jpg,7,3,3,4.333333333333333
content_34___style_31___500.jpg,9,6,1,5.333333333333333
content_34___style_22___300.jpg,7,7,2,5.333333333333333
content_34___style_1___300.jpg,5,4,1,3.333333333333333
content_34___style_12___700.jpg,8,9,8,8.333333333333332
content_34___style_3___500.jpg,9,7,4,6.666666666666666
content_34___style_38___500.jpg,1,3,2,2.0
content_34___style_35___150.jpg,4,6,2,4.0
content_34___style_12___300.jpg,5,7,7,6.333333333333333
content_34___style_16___300.jpg,5,3,2,3.333333333333333
content_34___style_15___300.jpg,4,3,1,2.6666666666666665
content_34___style_14___150.jpg,5,6,7,6.0
content_34___style_37___150.jpg,6,9,6,7.0
content_34___style_42___700.jpg,8,9,3,6.666666666666666
content_34___style_25___300.jpg,4,6,5,5.0
content_34___style_38___150.jpg,2,4,1,2.333333333333333
content_34___style_15___500.jpg,3,4,2,3.0
content_34___style_46___500.jpg,7,7,1,5.0
content_34___style_39___500.jpg,6,3,3,4.0
content_34___style_50___700.jpg,7,9,6,7.333333333333333
content_34___style_6___500.jpg,6,7,5,6.0
content_34___style_25___700.jpg,6,9,6,7.0
content_34___style_49___700.jpg,7,10,4,7.0
content_34___style_11___150.jpg,3,3,1,2.333333333333333
content_34___style_23___150.jpg,5,5,6,5.333333333333333
content_34___style_7___500.jpg,1,4,1,2.0
content_34___style_41___700.jpg,7,5,9,7.0
content_34___style_23___700.jpg,8,9,7,8.0
content_34___style_7___300.jpg,7,1,1,3.0
content_34___style_42___500.jpg,7,7,4,6.0
content_34___style_43___700.jpg,8,8,10,8.666666666666666
content_34___style_19___500.jpg,9,8,5,7.333333333333333
content_34___style_27___300.jpg,8,7,4,6.333333333333333
content_34___style_34___300.jpg,8,4,6,6.0
content_34___style_38___700.jpg,3,3,2,2.6666666666666665
content_34___style_19___300.jpg,7,9,7,7.666666666666666
content_34___style_14___500.jpg,8,9,7,8.0
content_34___style_37___500.jpg,8,5,5,6.0
content_34___style_31___150.jpg,6,4,2,4.0
content_34___style_31___300.jpg,8,3,5,5.333333333333333
content_34___style_21___150.jpg,6,4,2,4.0
content_34___style_13___500.jpg,8,4,3,5.0
content_34___style_45___700.jpg,7,9,9,8.333333333333332
content_34___style_14___300.jpg,7,8,8,7.666666666666666
content_34___style_34___150.jpg,8,4,6,6.0
content_34___style_44___500.jpg,10,2,2,4.666666666666666
content_34___style_3___150.jpg,6,7,6,6.333333333333333
content_34___style_17___150.jpg,6,5,2,4.333333333333333
content_34___style_10___150.jpg,4,3,2,3.0
content_34___style_18___500.jpg,6,8,3,5.666666666666666
content_34___style_5___500.jpg,9,5,6,6.666666666666666
content_34___style_20___300.jpg,9,6,5,6.666666666666666
content_34___style_8___150.jpg,5,5,1,3.6666666666666665
content_34___style_4___500.jpg,7,9,5,7.0
content_34___style_29___150.jpg,6,4,8,6.0
content_34___style_40___300.jpg,8,6,10,8.0
content_34___style_34___700.jpg,7,8,6,7.0
content_34___style_25___500.jpg,6,7,5,6.0
content_34___style_43___500.jpg,7,7,10,8.0
content_34___style_26___500.jpg,8,9,7,8.0
content_34___style_21___700.jpg,4,4,7,5.0
content_34___style_17___500.jpg,3,6,2,3.6666666666666665
content_34___style_9___700.jpg,10,10,7,9.0
content_34___style_39___300.jpg,3,3,3,3.0
content_34___style_20___700.jpg,10,7,10,9.0
content_34___style_47___700.jpg,6,7,2,5.0
content_34___style_4___700.jpg,8,9,3,6.666666666666666
content_34___style_46___700.jpg,7,5,2,4.666666666666666
content_34___style_17___300.jpg,6,6,2,4.666666666666666
content_34___style_24___500.jpg,4,5,5,4.666666666666666
content_34___style_36___150.jpg,3,3,5,3.6666666666666665
content_34___style_18___300.jpg,8,8,3,6.333333333333333
content_34___style_34___500.jpg,6,6,8,6.666666666666666
content_34___style_19___700.jpg,8,9,6,7.666666666666666
content_34___style_11___700.jpg,7,5,9,7.0
content_34___style_22___150.jpg,7,4,2,4.333333333333333
content_34___style_28___150.jpg,6,4,1,3.6666666666666665
content_34___style_38___300.jpg,1,6,1,2.6666666666666665
content_34___style_29___300.jpg,7,5,6,6.0
content_34___style_22___700.jpg,7,5,3,5.0
content_34___style_49___500.jpg,8,5,4,5.666666666666666
content_34___style_29___500.jpg,7,5,7,6.333333333333333
content_34___style_5___300.jpg,9,8,8,8.333333333333332
content_34___style_4___150.jpg,3,3,2,2.6666666666666665
content_34___style_48___700.jpg,10,6,6,7.333333333333333
content_34___style_10___300.jpg,7,3,5,5.0
content_34___style_19___150.jpg,7,4,5,5.333333333333333
content_34___style_13___700.jpg,9,6,6,7.0
content_34___style_6___700.jpg,9,7,3,6.333333333333333
content_34___style_23___500.jpg,8,8,4,6.666666666666666
content_34___style_30___150.jpg,7,4,6,5.666666666666666
content_34___style_7___150.jpg,3,3,1,2.333333333333333
content_34___style_24___300.jpg,10,5,3,6.0
content_34___style_35___500.jpg,9,4,5,6.0
content_34___style_41___300.jpg,6,4,6,5.333333333333333
content_34___style_29___700.jpg,8,8,6,7.333333333333333
content_34___style_22___500.jpg,7,7,1,5.0
content_34___style_18___150.jpg,7,6,3,5.333333333333333
content_34___style_12___500.jpg,8,8,10,8.666666666666666
content_34___style_40___700.jpg,10,8,8,8.666666666666666
content_34___style_33___500.jpg,7,9,2,6.0
content_34___style_42___300.jpg,7,7,2,5.333333333333333
content_34___style_26___150.jpg,4,6,4,4.666666666666666
content_34___style_30___500.jpg,7,6,10,7.666666666666666
content_34___style_40___150.jpg,7,5,2,4.666666666666666
content_34___style_10___500.jpg,5,4,2,3.6666666666666665
content_34___style_33___300.jpg,7,4,2,4.333333333333333
content_34___style_4___300.jpg,8,4,4,5.333333333333333
content_34___style_28___300.jpg,6,3,8,5.666666666666666
content_34___style_39___150.jpg,5,6,3,4.666666666666666
content_34___style_44___150.jpg,9,4,7,6.666666666666666
content_34___style_21___300.jpg,6,4,7,5.666666666666666
content_34___style_45___300.jpg,7,6,8,7.0
content_34___style_13___150.jpg,8,4,4,5.333333333333333
content_34___style_11___300.jpg,4,4,1,3.0
content_34___style_8___300.jpg,7,6,6,6.333333333333333
content_34___style_24___700.jpg,8,7,1,5.333333333333333
content_34___style_32___500.jpg,8,7,8,7.666666666666666
content_34___style_18___700.jpg,9,9,5,7.666666666666666
content_34___style_1___150.jpg,5,4,1,3.333333333333333
content_34___style_5___150.jpg,6,6,8,6.666666666666666
content_34___style_8___700.jpg,7,7,5,6.333333333333333
content_34___style_49___150.jpg,6,3,6,5.0
content_34___style_35___300.jpg,7,5,3,5.0
content_34___style_47___500.jpg,7,5,2,4.666666666666666
content_34___style_48___300.jpg,8,7,8,7.666666666666666
content_34___style_41___500.jpg,6,7,8,7.0
content_34___style_20___150.jpg,9,7,4,6.666666666666666
content_34___style_6___150.jpg,4,5,2,3.6666666666666665
content_34___style_33___700.jpg,7,7,3,5.666666666666666
content_34___style_2___500.jpg,9,6,4,6.333333333333333
content_34___style_9___300.jpg,8,8,5,7.0
content_40___style_34___300.jpg,6,7,6,6.333333333333333
content_40___style_18___700.jpg,5,2,5,4.0
content_40___style_25___150.jpg,6,5,7,6.0
content_40___style_26___700.jpg,8,6,7,7.0
content_40___style_34___150.jpg,8,7,8,7.666666666666666
content_40___style_13___700.jpg,9,2,5,5.333333333333333
content_40___style_30___150.jpg,8,5,5,6.0
content_40___style_28___150.jpg,7,6,7,6.666666666666666
content_40___style_24___700.jpg,7,5,9,7.0
content_40___style_18___150.jpg,5,2,4,3.6666666666666665
content_40___style_21___150.jpg,3,4,4,3.6666666666666665
content_40___style_11___500.jpg,8,7,8,7.666666666666666
content_40___style_39___300.jpg,7,7,6,6.666666666666666
content_40___style_17___300.jpg,9,6,6,7.0
content_40___style_14___300.jpg,8,6,6,6.666666666666666
content_40___style_35___700.jpg,7,3,7,5.666666666666666
content_40___style_26___150.jpg,4,3,6,4.333333333333333
content_40___style_44___700.jpg,10,3,4,5.666666666666666
content_40___style_13___300.jpg,6,5,4,5.0
content_40___style_36___500.jpg,7,7,7,7.0
content_40___style_4___700.jpg,6,7,6,6.333333333333333
content_40___style_33___700.jpg,7,3,2,4.0
content_40___style_11___150.jpg,9,4,3,5.333333333333333
content_40___style_43___300.jpg,8,3,6,5.666666666666666
content_40___style_45___700.jpg,6,4,6,5.333333333333333
content_40___style_46___700.jpg,2,2,2,2.0
content_40___style_4___300.jpg,7,9,4,6.666666666666666
content_40___style_2___300.jpg,6,4,8,6.0
content_40___style_24___500.jpg,7,6,10,7.666666666666666
content_40___style_50___300.jpg,9,4,8,7.0
content_40___style_23___500.jpg,7,5,5,5.666666666666666
content_40___style_3___500.jpg,9,4,6,6.333333333333333
content_40___style_9___150.jpg,10,7,6,7.666666666666666
content_40___style_6___500.jpg,7,6,6,6.333333333333333
content_40___style_35___500.jpg,8,3,4,5.0
content_40___style_25___300.jpg,6,5,6,5.666666666666666
content_40___style_49___500.jpg,5,5,3,4.333333333333333
content_40___style_39___150.jpg,7,5,6,6.0
content_40___style_4___150.jpg,9,8,7,8.0
content_40___style_17___500.jpg,8,5,4,5.666666666666666
content_40___style_23___700.jpg,8,6,6,6.666666666666666
content_40___style_27___150.jpg,7,9,4,6.666666666666666
content_40___style_3___150.jpg,6,4,6,5.333333333333333
content_40___style_31___700.jpg,7,5,8,6.666666666666666
content_40___style_6___700.jpg,8,5,8,7.0
content_40___style_42___300.jpg,6,7,4,5.666666666666666
content_40___style_50___700.jpg,10,4,10,8.0
content_40___style_50___500.jpg,10,6,8,8.0
content_40___style_24___150.jpg,7,7,5,6.333333333333333
content_40___style_44___300.jpg,5,3,7,5.0
content_40___style_49___700.jpg,3,4,5,4.0
content_40___style_19___300.jpg,7,5,6,6.0
content_40___style_37___700.jpg,8,6,6,6.666666666666666
content_40___style_5___150.jpg,7,2,6,5.0
content_40___style_29___700.jpg,7,6,5,6.0
content_40___style_45___300.jpg,8,5,6,6.333333333333333
content_40___style_11___700.jpg,9,3,6,6.0
content_40___style_43___700.jpg,9,6,6,7.0
content_40___style_22___500.jpg,2,2,3,2.333333333333333
content_40___style_30___700.jpg,7,6,7,6.666666666666666
content_40___style_29___500.jpg,6,7,6,6.333333333333333
content_40___style_40___500.jpg,4,1,3,2.6666666666666665
content_40___style_30___500.jpg,7,7,4,6.0
content_40___style_42___500.jpg,6,7,7,6.666666666666666
content_40___style_40___150.jpg,4,2,4,3.333333333333333
content_40___style_8___700.jpg,7,7,7,7.0
content_40___style_46___300.jpg,3,3,8,4.666666666666666
content_40___style_29___150.jpg,4,3,6,4.333333333333333
content_40___style_42___150.jpg,6,6,7,6.333333333333333
content_40___style_13___500.jpg,8,3,5,5.333333333333333
content_40___style_44___500.jpg,3,3,3,3.0
content_40___style_48___500.jpg,7,5,7,6.333333333333333
content_40___style_25___700.jpg,6,3,3,4.0
content_40___style_3___700.jpg,7,3,5,5.0
content_40___style_26___500.jpg,7,4,6,5.666666666666666
content_40___style_37___300.jpg,8,4,8,6.666666666666666
content_40___style_20___150.jpg,2,1,2,1.6666666666666665
content_40___style_2___150.jpg,8,5,8,7.0
content_40___style_11___300.jpg,8,3,2,4.333333333333333
content_40___style_37___500.jpg,9,4,6,6.333333333333333
content_40___style_1___500.jpg,9,3,8,6.666666666666666
content_40___style_18___300.jpg,6,2,5,4.333333333333333
content_40___style_15___500.jpg,7,7,5,6.333333333333333
content_40___style_16___150.jpg,1,1,1,1.0
content_40___style_34___500.jpg,8,7,5,6.666666666666666
content_40___style_5___700.jpg,9,1,3,4.333333333333333
content_40___style_13___150.jpg,7,4,9,6.666666666666666
content_40___style_7___300.jpg,8,1,1,3.333333333333333
content_40___style_32___150.jpg,7,6,4,5.666666666666666
content_40___style_36___150.jpg,9,4,4,5.666666666666666
content_40___style_49___150.jpg,8,5,4,5.666666666666666
content_40___style_3___300.jpg,7,2,8,5.666666666666666
content_40___style_19___700.jpg,7,3,7,5.666666666666666
content_40___style_8___500.jpg,8,6,6,6.666666666666666
content_40___style_42___700.jpg,9,6,6,7.0
content_40___style_41___300.jpg,8,6,7,7.0
content_40___style_12___500.jpg,5,6,4,5.0
content_40___style_17___150.jpg,6,3,4,4.333333333333333
content_40___style_32___500.jpg,7,4,5,5.333333333333333
content_40___style_10___700.jpg,5,7,4,5.333333333333333
content_40___style_39___700.jpg,7,7,2,5.333333333333333
content_40___style_5___300.jpg,7,2,5,4.666666666666666
content_40___style_48___700.jpg,9,5,4,6.0
content_40___style_19___150.jpg,9,3,8,6.666666666666666
content_40___style_18___500.jpg,4,4,6,4.666666666666666
content_40___style_39___500.jpg,8,6,4,6.0
content_40___style_4___500.jpg,8,7,6,7.0
content_40___style_22___150.jpg,3,3,3,3.0
content_40___style_12___150.jpg,7,8,7,7.333333333333333
content_40___style_38___700.jpg,1,1,1,1.0
content_40___style_47___300.jpg,5,6,7,6.0
content_40___style_10___300.jpg,7,7,8,7.333333333333333
content_40___style_32___700.jpg,8,3,5,5.333333333333333
content_40___style_2___500.jpg,6,5,6,5.666666666666666
content_40___style_41___150.jpg,8,3,7,6.0
content_40___style_37___150.jpg,8,4,7,6.333333333333333
content_40___style_36___700.jpg,6,7,6,6.333333333333333
content_40___style_44___150.jpg,4,2,4,3.333333333333333
content_40___style_1___700.jpg,7,7,8,7.333333333333333
content_40___style_29___300.jpg,7,2,6,5.0
content_40___style_15___700.jpg,7,7,4,6.0
content_40___style_8___300.jpg,5,6,5,5.333333333333333
content_40___style_38___500.jpg,1,1,1,1.0
content_40___style_20___700.jpg,2,2,2,2.0
content_40___style_30___300.jpg,9,7,5,7.0
content_40___style_14___700.jpg,6,3,7,5.333333333333333
content_40___style_8___150.jpg,6,4,5,5.0
content_40___style_33___300.jpg,6,3,4,4.333333333333333
content_40___style_15___300.jpg,7,8,6,7.0
content_40___style_7___500.jpg,8,2,2,4.0
content_40___style_38___150.jpg,2,2,2,2.0
content_40___style_27___500.jpg,9,7,5,7.0
content_40___style_12___700.jpg,9,5,5,6.333333333333333
content_40___style_21___500.jpg,7,5,9,7.0
content_40___style_10___500.jpg,8,5,5,6.0
content_40___style_45___500.jpg,10,5,6,7.0
content_40___style_41___700.jpg,9,7,6,7.333333333333333
content_40___style_34___700.jpg,8,8,4,6.666666666666666
content_40___style_43___500.jpg,7,4,7,6.0
content_40___style_22___300.jpg,3,2,4,3.0
content_40___style_6___150.jpg,4,4,6,4.666666666666666
content_40___style_27___700.jpg,6,6,6,6.0
content_40___style_23___150.jpg,7,8,4,6.333333333333333
content_40___style_16___500.jpg,4,2,2,2.6666666666666665
content_40___style_9___700.jpg,10,6,6,7.333333333333333
content_40___style_15___150.jpg,7,6,7,6.666666666666666
content_40___style_21___700.jpg,7,7,10,8.0
content_40___style_47___700.jpg,7,4,7,6.0
content_40___style_33___150.jpg,4,3,5,4.0
content_40___style_9___500.jpg,9,8,6,7.666666666666666
content_40___style_45___150.jpg,5,4,7,5.333333333333333
content_40___style_31___150.jpg,8,5,7,6.666666666666666
content_40___style_32___300.jpg,9,6,6,7.0
content_40___style_26___300.jpg,7,4,8,6.333333333333333
content_40___style_47___500.jpg,9,4,9,7.333333333333333
content_40___style_6___300.jpg,7,3,4,4.666666666666666
content_40___style_50___150.jpg,10,4,7,7.0
content_40___style_33___500.jpg,6,4,3,4.333333333333333
content_40___style_43___150.jpg,9,7,9,8.333333333333332
content_40___style_31___500.jpg,10,3,8,7.0
content_40___style_49___300.jpg,5,6,3,4.666666666666666
content_40___style_9___300.jpg,9,8,5,7.333333333333333
content_40___style_28___700.jpg,6,8,6,6.666666666666666
content_40___style_24___300.jpg,8,8,8,8.0
content_40___style_16___700.jpg,4,1,1,2.0
content_40___style_7___700.jpg,6,4,3,4.333333333333333
content_40___style_47___150.jpg,7,3,4,4.666666666666666
content_40___style_41___500.jpg,8,8,6,7.333333333333333
content_40___style_40___300.jpg,8,5,4,5.666666666666666
content_40___style_19___500.jpg,6,4,6,5.333333333333333
content_40___style_2___700.jpg,6,3,7,5.333333333333333
content_40___style_27___300.jpg,7,5,8,6.666666666666666
content_40___style_21___300.jpg,6,6,8,6.666666666666666
content_40___style_16___300.jpg,2,2,2,2.0
content_40___style_22___700.jpg,3,2,3,2.6666666666666665
content_40___style_1___150.jpg,8,3,6,5.666666666666666
content_40___style_40___700.jpg,7,3,3,4.333333333333333
content_40___style_5___500.jpg,7,2,4,4.333333333333333
content_40___style_23___300.jpg,8,8,5,7.0
content_40___style_10___150.jpg,5,4,7,5.333333333333333
content_40___style_28___500.jpg,7,7,7,7.0
content_40___style_1___300.jpg,9,7,8,8.0
content_40___style_46___150.jpg,5,7,7,6.333333333333333
content_40___style_7___150.jpg,4,4,1,3.0
content_40___style_20___500.jpg,3,2,3,2.6666666666666665
content_40___style_35___150.jpg,4,3,7,4.666666666666666
content_40___style_35___300.jpg,5,5,7,5.666666666666666
content_40___style_48___150.jpg,8,6,8,7.333333333333333
content_40___style_31___300.jpg,8,6,6,6.666666666666666
content_40___style_20___300.jpg,3,3,2,2.6666666666666665
content_40___style_46___500.jpg,2,2,3,2.333333333333333
content_40___style_48___300.jpg,9,7,6,7.333333333333333
content_40___style_25___500.jpg,5,5,6,5.333333333333333
content_40___style_38___300.jpg,1,1,2,1.3333333333333333
content_40___style_14___150.jpg,8,7,10,8.333333333333332
content_40___style_17___700.jpg,9,5,8,7.333333333333333
content_40___style_28___300.jpg,8,5,6,6.333333333333333
content_40___style_14___500.jpg,6,3,6,5.0
content_40___style_36___300.jpg,6,4,5,5.0
content_40___style_12___300.jpg,7,9,7,7.666666666666666
content_22___style_3___700.jpg,7,3,8,6.0
content_22___style_31___500.jpg,7,3,4,4.666666666666666
content_22___style_50___500.jpg,9,5,9,7.666666666666666
content_22___style_15___150.jpg,5,3,3,3.6666666666666665
content_22___style_8___700.jpg,10,9,10,9.666666666666666
content_22___style_6___300.jpg,6,3,5,4.666666666666666
content_22___style_2___150.jpg,6,4,8,6.0
content_22___style_33___500.jpg,4,2,2,2.6666666666666665
content_22___style_12___500.jpg,8,6,9,7.666666666666666
content_22___style_50___300.jpg,10,6,10,8.666666666666666
content_22___style_19___300.jpg,8,8,10,8.666666666666666
content_22___style_29___500.jpg,7,5,6,6.0
content_22___style_3___500.jpg,9,4,8,7.0
content_22___style_21___150.jpg,5,4,7,5.333333333333333
content_22___style_28___500.jpg,9,10,10,9.666666666666666
content_22___style_31___300.jpg,6,3,4,4.333333333333333
content_22___style_2___700.jpg,8,9,8,8.333333333333332
content_22___style_14___300.jpg,8,7,7,7.333333333333333
content_22___style_28___300.jpg,8,9,8,8.333333333333332
content_22___style_45___500.jpg,9,8,8,8.333333333333332
content_22___style_37___500.jpg,8,4,9,7.0
content_22___style_35___300.jpg,8,4,7,6.333333333333333
content_22___style_8___500.jpg,10,8,10,9.333333333333332
content_22___style_45___700.jpg,10,7,10,9.0
